Date,Day_of_Week,Month,Product_ID,Product_Category,Product_Price,Product_Features,Historical_Sales_Quantity,Historical_Sales_Revenue,Current_Inventory_Level,Reorder_Point,Lead_Time,Promotion_Type,Customer_Segmentation,Economic_Indicator,Supplier_Performance,Customer_Rating,Stock_Available,Sales_Quantity,Promotion_Flag,Sales_Revenue
2012-07-08,Sunday,July,5987,Toys,862.11928,Battery-Powered,158,1007.826,28,6.074437932102728,6,Bundle,Segment3,1.97,0.3,1.48,521,54,1,987
2012-07-09,Monday,July,5123,Books,338.05104,Hardcover,450,659.998,-49,14.152761767808066,10,None,Segment3,1.14,0.2,4.66,300,28,0,2488
2012-07-10,Tuesday,July,9317,Toys,436.58747,Interactive,225,1428.0797,-15,5.751317840839091,10,None,Segment1,0.83,0.53,2.14,615,54,0,1290
2012-07-11,Wednesday,July,4158,Books,700.78624,Hardcover,129,1034.92,-20,4.921805885716811,9,Bundle,Segment2,2.39,0.25,1.33,229,29,1,1278
2012-07-12,Thursday,July,1418,Furniture,652.1624999999999,Adjustable Shelves,465,1474.2200000000003,-18,0.5553336264946358,1,Bundle,Segment3,1.65,0.4,4.78,384,38,1,3070
2012-07-13,Friday,July,5819,Clothing,164.5858,100% Cotton,341,238.6098,56,4.648254902510389,9,Bundle,Segment2,1.46,0.26,3.24,71,11,1,653
2012-07-14,Saturday,July,4949,Furniture,210.28950000000003,Adjustable Shelves,384,2624.2225000000003,76,10.323752372981481,7,Discount,Segment1,1.85,0.67,3.81,96,18,1,2425
2012-07-15,Sunday,July,9629,Furniture,24.7845,Solid Wood,279,433.59400000000005,-42,1.0119704392311664,1,None,Segment3,1.55,0.14,2.8,11,-6,0,2076
2012-07-16,Monday,July,5359,Electronics,171.06959999999998,Wi-Fi Enabled,260,333.204,-4,3.499616997628512,3,None,Segment2,0.52,0.15,2.73,200,14,0,1231
2012-07-17,Tuesday,July,8225,Toys,313.53333000000003,Battery-Powered,350,306.6588,135,11.617814018383214,8,None,Segment2,0.83,0.18,3.63,465,38,0,1003
2012-07-18,Wednesday,July,6859,Electronics,253.2228,Wi-Fi Enabled,479,3717.8757,150,3.344251246951843,3,None,Segment2,1.78,0.77,4.8,165,8,0,4248
2012-07-19,Thursday,July,6989,Furniture,526.248,Solid Wood,257,52.2106,20,6.1375570820404945,7,Discount,Segment1,1.6,0.13,2.61,230,20,1,186
2012-07-20,Friday,July,2810,Toys,781.4965400000001,Interactive,380,95.9178,99,11.68985960047356,10,None,Segment3,1.67,0.11,3.98,462,48,0,756
2012-07-21,Saturday,July,7065,Electronics,355.30271999999997,4K Ultra HD,474,256.1538,62,9.729988469600247,10,Discount,Segment3,1.02,0.21,4.84,244,16,1,1212
2012-07-22,Sunday,July,2934,Furniture,185.04675,Leather Upholstery,141,223.245,-77,8.332547398887396,8,Discount,Segment3,1.55,0.18,1.34,114,7,1,297
2012-07-23,Monday,July,5481,Electronics,698.9004,4K Ultra HD,166,235.39320000000004,109,0.5397334701027557,1,None,Segment1,1.65,0.28,1.7,431,42,0,262
2012-07-24,Tuesday,July,8056,Toys,109.32768000000002,Interactive,286,978.3879000000001,113,1.3589388767288642,1,Bundle,Segment3,1.36,0.31,2.97,53,0,1,1629
2012-07-25,Wednesday,July,8115,Toys,555.3959400000001,Battery-Powered,170,374.7259,-79,3.1691764085486565,5,Discount,Segment1,1.62,0.53,1.65,412,40,1,278
2012-07-26,Thursday,July,7911,Electronics,731.0881200000001,4K Ultra HD,464,240.12,119,6.2746474489532,9,None,Segment3,1.61,0.23,4.59,462,38,0,952
2012-07-27,Friday,July,1134,Furniture,585.7393500000001,Leather Upholstery,446,3363.9588,99,8.38550192180545,9,Discount,Segment2,2.13,0.86,4.3,255,25,1,3994
2012-07-28,Saturday,July,3034,Clothing,228.82650000000004,100% Cotton,339,1274.2305000000001,8,8.657300643381262,7,Discount,Segment2,1.11,0.79,3.44,276,23,1,1207
2012-07-29,Sunday,July,9799,Books,48.578320000000005,Hardcover,164,378.0756,-30,3.1390966374297764,3,Bundle,Segment3,2.23,0.12,1.44,27,-5,1,746
2012-07-30,Monday,July,3167,Toys,372.5744,Interactive,326,355.3869,57,5.867496730021139,7,Discount,Segment3,1.6,0.11,3.22,137,4,1,2009
2012-07-31,Tuesday,July,6325,Furniture,225.56040000000002,Leather Upholstery,474,608.2525,33,5.202122290096951,4,Bundle,Segment3,1.52,0.25,4.85,113,21,1,2381
2012-08-01,Wednesday,August,6466,Electronics,496.13327999999996,Wi-Fi Enabled,421,4066.7627999999995,91,0.9916665297449258,1,Bundle,Segment1,1.13,0.87,4.07,294,20,1,3851
2012-08-02,Thursday,August,5336,Furniture,618.5041500000001,Solid Wood,93,1959.6646999999998,163,0.6289186479292332,1,Bundle,Segment1,1.09,0.41,1.14,453,42,1,973
2012-08-03,Friday,August,7140,Toys,735.8629300000001,Interactive,439,277.95,-10,10.720708522021031,9,Bundle,Segment3,2.33,0.5,4.46,318,25,1,580
2012-08-04,Saturday,August,7295,Books,62.2336,Award-Winning,450,3638.053,11,2.155024906607936,4,None,Segment3,0.52,0.89,4.31,196,11,0,3819
2012-08-05,Sunday,August,4283,Electronics,373.48319999999995,4K Ultra HD,418,3149.5840000000003,-48,4.465128151667982,4,None,Segment3,0.68,0.8,4.05,645,67,0,2577
2012-08-06,Monday,August,4385,Electronics,319.53348,4K Ultra HD,508,1865.8965,78,11.95375714833959,9,Discount,Segment1,0.69,0.65,4.98,243,27,1,3397
2012-08-07,Tuesday,August,6606,Toys,1115.25744,Battery-Powered,511,847.5935000000001,44,2.09662229512793,4,None,Segment2,2.28,0.65,4.93,592,63,0,1494
2012-08-08,Wednesday,August,2043,Books,113.09568000000002,Hardcover,149,1413.4588,152,1.2818841667386462,2,Bundle,Segment3,1.11,0.52,1.52,160,22,1,722
2012-08-09,Thursday,August,4266,Furniture,526.6008,Leather Upholstery,225,1482.417,1,3.9251083927610537,6,Discount,Segment3,1.76,0.85,2.27,120,19,1,847
2012-08-10,Friday,August,8760,Toys,375.42428000000007,Interactive,277,779.6004,14,1.2074191603346685,2,None,Segment1,0.98,0.62,2.87,268,33,0,778
2012-08-11,Saturday,August,4567,Electronics,781.8522000000002,4K Ultra HD,479,538.2744,96,8.427387649468006,9,None,Segment2,2.41,0.79,4.82,387,36,0,711
2012-08-12,Sunday,August,8414,Furniture,82.47210000000001,Adjustable Shelves,210,1491.0624,-30,9.093858096676225,7,None,Segment1,1.57,0.36,2.19,28,7,0,1978
2012-08-13,Monday,August,7925,Toys,731.5770000000001,Battery-Powered,210,470.65920000000006,143,2.066834356741676,2,Discount,Segment1,2.1,0.44,2.08,251,15,1,395
2012-08-14,Tuesday,August,2323,Clothing,175.9263,Slim Fit,144,450.8433,20,2.435762216450025,3,None,Segment3,0.89,0.27,1.35,206,23,0,447
2012-08-15,Wednesday,August,1510,Clothing,909.85,Slim Fit,349,97.8214,136,14.325526475093927,10,Bundle,Segment2,2.5,0.34,3.44,357,31,1,192
2012-08-16,Thursday,August,3190,Electronics,1081.52712,Wi-Fi Enabled,410,986.2307999999999,-66,6.141497629013559,6,Bundle,Segment2,2.19,0.43,4.14,590,62,1,2146
2012-08-17,Friday,August,3548,Furniture,1198.4382,Solid Wood,270,247.0464,-2,6.630293774244929,9,None,Segment3,1.64,0.36,2.66,335,29,0,419
2012-08-18,Saturday,August,6642,Electronics,616.4340000000001,Bluetooth Connectivity,348,364.329,36,4.344478117293352,6,Bundle,Segment3,1.82,0.15,3.64,310,30,1,1930
2012-08-19,Sunday,August,5633,Toys,373.5567000000001,Battery-Powered,127,755.7227999999999,24,4.345646063668617,3,None,Segment3,0.97,0.84,1.23,384,36,0,204
2012-08-20,Monday,August,5955,Books,161.10000000000002,Award-Winning,243,1742.953,177,11.491686543288605,8,Bundle,Segment3,0.75,0.61,2.47,373,37,1,1140
2012-08-21,Tuesday,August,5408,Electronics,748.5468,4K Ultra HD,457,1368.9592000000002,26,13.233119107955268,10,None,Segment2,1.9,0.28,4.6,491,39,0,4637
2012-08-22,Wednesday,August,1780,Furniture,813.0374999999999,Leather Upholstery,405,1329.3324000000002,44,2.8727784464482715,3,Bundle,Segment3,2.25,0.33,4.14,130,22,1,2943
2012-08-23,Thursday,August,7586,Books,32.51944,Bestseller,130,886.515,-25,3.9911164716690415,3,None,Segment1,1.07,0.5,1.48,56,11,0,496
2012-08-24,Friday,August,7350,Clothing,188.03400000000002,UV Protection,246,511.44,103,1.083993399674432,2,Discount,Segment1,1.05,0.8,2.42,235,15,1,312
2012-08-25,Saturday,August,2668,Books,137.31552000000002,Award-Winning,470,449.01640000000003,-51,9.23532929257443,8,None,Segment1,1.08,0.62,4.87,228,30,0,723
2012-08-26,Sunday,August,2314,Toys,309.65440000000007,Interactive,312,2608.5380999999998,99,13.525963332561485,10,Bundle,Segment1,0.64,0.69,3.02,629,66,1,1929
2012-08-27,Monday,August,9780,Books,250.11640000000003,Award-Winning,114,282.972,180,4.299617477465995,5,Discount,Segment2,1.01,0.12,1.05,359,42,1,425
2012-08-28,Tuesday,August,5644,Furniture,86.97,Leather Upholstery,166,1019.8499999999999,105,9.811014175076513,7,None,Segment2,0.5,0.3,1.59,58,-3,0,1271
2012-08-29,Wednesday,August,5261,Books,83.17216,Bestseller,304,2248.61,30,2.2097677904072,2,None,Segment2,0.68,0.49,2.9,105,14,0,2566
2012-08-30,Thursday,August,5035,Clothing,201.7074,UV Protection,490,378.5152,-12,1.1886878524158826,1,Discount,Segment1,1.59,0.68,4.93,95,-1,1,616
2012-08-31,Friday,August,9921,Toys,96.42160000000001,Interactive,470,1602.4163999999998,52,5.1851228538413,8,None,Segment3,0.8,0.59,4.55,122,22,0,2545
2012-09-01,Saturday,September,8368,Furniture,381.28380000000004,Adjustable Shelves,445,2981.1166,-26,9.6598047043486,8,None,Segment2,2.14,0.77,4.28,115,14,0,3009
2012-09-02,Sunday,September,5284,Clothing,503.73260000000005,Slim Fit,103,3854.7413,6,6.026299147585244,9,None,Segment3,1.09,0.89,1.2,437,36,0,1231
2012-09-03,Monday,September,6640,Clothing,55.490399999999994,Slim Fit,246,1451.0520000000001,58,7.912156973595956,9,Discount,Segment2,1.89,0.4,2.4,41,-6,1,1778
2012-09-04,Tuesday,September,8648,Furniture,716.4828,Solid Wood,387,226.7902,135,3.5141322212956636,6,Discount,Segment1,2.22,0.17,3.81,214,25,1,833
2012-09-05,Wednesday,September,2773,Books,277.64352,Hardcover,355,646.236,43,8.265542216516023,6,Bundle,Segment2,0.72,0.24,3.46,672,69,1,1906
2012-09-06,Thursday,September,8152,Books,495.6494400000001,Bestseller,371,3591.0951,-50,1.1231616020300041,1,Bundle,Segment3,2.49,0.79,3.75,341,33,1,3968
2012-09-07,Friday,September,4550,Furniture,213.3066,Adjustable Shelves,351,412.8736,64,11.077325017085059,8,None,Segment2,0.92,0.32,3.33,152,12,0,702
2012-09-08,Saturday,September,8241,Furniture,557.1132,Solid Wood,260,511.83340000000004,87,10.166415599962823,9,Bundle,Segment1,2.32,0.38,2.63,181,15,1,758
2012-09-09,Sunday,September,4662,Furniture,195.51780000000002,Adjustable Shelves,314,337.08,179,0.6143705348965509,1,None,Segment3,1.08,0.48,2.97,172,18,0,375
2012-09-10,Monday,September,2967,Toys,175.24254,Battery-Powered,144,2253.1712,25,6.422219827799338,7,Bundle,Segment3,0.79,0.56,1.57,162,6,1,1362
2012-09-11,Tuesday,September,9759,Furniture,808.3944000000001,Solid Wood,122,881.869,118,5.528210676977284,4,Bundle,Segment1,1.18,0.82,1.38,605,54,1,314
2012-09-12,Wednesday,September,5679,Electronics,125.47523999999999,Wi-Fi Enabled,282,145.356,170,5.930574267533956,7,Discount,Segment1,2.09,0.6,2.68,47,1,1,133
2012-09-13,Thursday,September,2825,Electronics,725.7826799999999,Bluetooth Connectivity,243,382.3712,146,6.787399990164573,6,None,Segment2,1.89,0.76,2.35,222,19,0,217
2012-09-14,Friday,September,8644,Clothing,725.4291,Slim Fit,391,1641.2560000000003,104,1.6471895594743176,3,Bundle,Segment2,2.01,0.4,3.83,361,30,1,3544
2012-09-15,Saturday,September,5046,Electronics,122.66856000000001,4K Ultra HD,357,130.35330000000002,15,7.357880611664081,6,Discount,Segment1,1.33,0.81,3.59,68,4,1,125
2012-09-16,Sunday,September,4152,Books,634.4352,Hardcover,246,391.3272,14,6.360360915355572,10,None,Segment1,1.68,0.54,2.56,303,20,0,406
2012-09-17,Monday,September,5825,Electronics,716.43168,Bluetooth Connectivity,348,1233.0012,-32,4.725444659302647,4,Bundle,Segment3,2.04,0.82,3.44,263,22,1,1195
2012-09-18,Tuesday,September,1577,Electronics,289.94304,4K Ultra HD,406,823.7266000000001,68,1.916049612989649,3,None,Segment2,0.76,0.23,4.22,418,48,0,2665
2012-09-19,Wednesday,September,7629,Books,114.86096,Award-Winning,145,1068.5916,59,8.972480149779404,10,Discount,Segment1,1.42,0.36,1.34,141,17,1,789
2012-09-20,Thursday,September,5253,Furniture,1245.9825,Adjustable Shelves,274,2757.0582,-3,0.7893955492695971,1,Bundle,Segment1,1.89,0.78,2.65,458,40,1,2020
2012-09-21,Friday,September,3197,Clothing,775.476,UV Protection,106,79.798,-16,2.390816689194941,4,None,Segment3,1.8,0.2,1.21,539,58,0,112
2012-09-22,Saturday,September,1596,Toys,363.17875000000004,Interactive,336,1834.048,39,5.5049511120713195,6,None,Segment2,1.25,0.8,3.22,373,29,0,1282
2012-09-23,Sunday,September,1079,Electronics,102.24480000000001,4K Ultra HD,331,352.3653,17,7.4921326258769705,7,None,Segment1,0.56,0.63,3.11,143,8,0,366
2012-09-24,Monday,September,4149,Books,237.57696,Bestseller,461,595.4585,45,5.605450783239625,8,Bundle,Segment3,1.64,0.35,4.44,121,6,1,1228
2012-09-25,Tuesday,September,6688,Clothing,344.4951,100% Cotton,146,1688.5896,-76,3.8452315935715795,5,None,Segment2,1.77,0.34,1.31,222,27,0,1389
2012-09-26,Wednesday,September,7574,Furniture,996.1433999999998,Adjustable Shelves,135,13.569,107,4.056006215294848,8,Discount,Segment1,2.28,0.1,1.18,271,27,1,35
2012-09-27,Thursday,September,7464,Furniture,1644.98715,Solid Wood,251,212.9055,31,2.972882296450134,2,Bundle,Segment2,2.29,0.15,2.57,602,55,1,650
2012-09-28,Friday,September,5908,Electronics,494.5079999999999,4K Ultra HD,145,889.6124000000001,88,4.057466447016558,4,Bundle,Segment2,0.98,0.46,1.46,250,32,1,478
2012-09-29,Saturday,September,2771,Toys,623.43864,Educational,516,3531.1647,-27,6.532302432846897,6,None,Segment1,2.16,0.87,4.98,267,17,0,3472
2012-09-30,Sunday,September,6877,Electronics,305.13455999999996,Wi-Fi Enabled,298,819.0504000000001,-54,3.514653094543188,3,None,Segment3,1.38,0.54,2.98,214,28,0,1043
2012-10-01,Monday,October,7909,Electronics,122.7786,Wi-Fi Enabled,379,3015.6130000000003,3,0.8434725112011937,1,Bundle,Segment1,2.17,0.85,3.97,46,6,1,2998
2012-10-02,Tuesday,October,5241,Toys,240.02220000000003,Battery-Powered,425,1361.6405,39,3.6243862511797724,3,Bundle,Segment2,0.82,0.85,4.29,283,26,1,1598
2012-10-03,Wednesday,October,2729,Electronics,243.66744,Wi-Fi Enabled,514,1020.5145,109,9.041059583511352,10,Discount,Segment2,0.93,0.45,4.94,236,16,1,1933
2012-10-04,Thursday,October,5902,Electronics,358.2108,Wi-Fi Enabled,340,443.61179999999996,-19,6.175889763187897,7,Bundle,Segment1,0.95,0.41,3.28,277,29,1,570
2012-10-05,Friday,October,3219,Clothing,564.417,100% Cotton,156,2172.742,76,1.725119400382619,2,Bundle,Segment3,2.38,0.65,1.46,120,13,1,1005
2012-10-06,Saturday,October,4941,Clothing,130.6767,UV Protection,307,2181.3376000000003,155,5.4283144352241,4,Bundle,Segment1,2.31,0.52,2.94,33,1,1,2847
2012-10-07,Sunday,October,4259,Furniture,512.6084999999999,Leather Upholstery,278,2542.2628,129,4.295677803667702,4,Bundle,Segment2,1.62,0.77,2.76,181,27,1,2098
2012-10-08,Monday,October,7192,Books,85.31368000000002,Award-Winning,273,401.67040000000003,-3,6.755481705756052,5,Discount,Segment3,0.79,0.16,2.58,171,9,1,1108
2012-10-09,Tuesday,October,8090,Furniture,296.8722,Solid Wood,215,3839.2614000000003,110,2.6277681913250275,3,Bundle,Segment2,1.31,0.78,1.95,131,19,1,1780
2012-10-10,Wednesday,October,3766,Clothing,233.9106,Slim Fit,295,1030.7406,157,5.9117851798187235,4,Discount,Segment2,1.83,0.34,2.96,104,16,1,1655
2012-10-11,Thursday,October,6250,Furniture,270.71864999999997,Solid Wood,269,2751.0256,48,2.953610664679064,5,Discount,Segment3,0.57,0.89,2.74,457,44,1,2009
2012-10-12,Friday,October,6208,Books,274.49152,Hardcover,470,812.0145,-9,4.38851335702995,5,Discount,Segment2,1.36,0.29,4.56,230,15,1,2815
2012-10-13,Saturday,October,7556,Clothing,317.556,UV Protection,151,3065.3753,77,2.8352649397691803,2,Bundle,Segment2,1.2,0.71,1.66,319,28,1,1452
2012-10-14,Sunday,October,5816,Electronics,70.902,Wi-Fi Enabled,240,305.1615,-19,14.84112533393412,10,Bundle,Segment1,0.75,0.35,2.41,113,21,1,390
2012-10-15,Monday,October,9532,Electronics,174.26664000000002,Bluetooth Connectivity,232,289.3086,24,5.822457727510624,9,Discount,Segment3,0.54,0.18,2.13,321,28,1,787
2012-10-16,Tuesday,October,7578,Books,331.07936,Hardcover,426,548.7762,49,6.74810333613122,10,Bundle,Segment3,1.72,0.14,4.34,143,19,1,3729
2012-10-17,Wednesday,October,6227,Toys,192.13788,Interactive,205,185.99200000000002,20,13.554971913170174,10,Bundle,Segment2,2.28,0.4,2.01,45,12,1,197
2012-10-18,Thursday,October,1267,Electronics,808.824,Bluetooth Connectivity,304,480.4953,63,10.090129222858106,9,Bundle,Segment3,2.0,0.69,3.02,359,26,1,351
2012-10-19,Friday,October,2271,Toys,880.3146000000002,Interactive,221,837.7079,11,3.5052847926760493,5,Bundle,Segment1,2.49,0.41,2.37,427,34,1,1156
2012-10-20,Saturday,October,6731,Books,14.904,Bestseller,312,1031.7606,27,3.4303262077045584,5,None,Segment3,0.5,0.34,3.09,55,4,0,2081
2012-10-21,Sunday,October,1793,Clothing,566.3424,Slim Fit,374,123.37349999999999,69,2.9194989747564106,4,None,Segment1,2.08,0.15,3.7,320,29,0,585
2012-10-22,Monday,October,7935,Electronics,688.88148,Bluetooth Connectivity,177,389.91360000000003,100,3.991264864995693,4,Bundle,Segment3,1.33,0.64,1.62,599,69,1,191
2012-10-23,Tuesday,October,4311,Electronics,196.19472,Wi-Fi Enabled,256,2665.6290000000004,49,2.1393322513478275,2,Bundle,Segment3,1.48,0.81,2.44,155,22,1,1871
2012-10-24,Wednesday,October,5503,Books,48.336000000000006,Hardcover,288,2205.7671,87,7.718120100032183,9,Discount,Segment3,1.2,0.89,2.87,26,-6,1,1570
2012-10-25,Thursday,October,3562,Furniture,1132.3044,Solid Wood,167,2700.945,43,1.9509348223938487,2,None,Segment3,1.77,0.81,1.67,389,46,0,1076
2012-10-26,Friday,October,8525,Books,251.19072000000003,Bestseller,334,1557.9642000000001,148,6.375074261106573,10,Discount,Segment2,1.08,0.78,3.49,351,42,1,1180
2012-10-27,Saturday,October,2137,Toys,52.33305000000001,Educational,290,2611.5432,-35,10.09973090281627,9,Discount,Segment2,1.05,0.84,2.92,38,6,1,1465
2012-10-28,Sunday,October,6019,Furniture,355.8978,Solid Wood,296,972.4652,94,4.837156382210711,8,Discount,Segment1,1.08,0.53,2.81,251,27,1,1066
2012-10-29,Monday,October,5473,Toys,476.91666000000004,Battery-Powered,394,2983.1472000000003,-33,6.012406791389539,9,Bundle,Segment1,1.62,0.74,3.94,283,37,1,2927
2012-10-30,Tuesday,October,8383,Toys,821.38056,Educational,301,481.0806,20,5.155991494939222,4,Bundle,Segment3,1.69,0.26,3.16,298,37,1,1370
2012-10-31,Wednesday,October,8029,Clothing,464.36560000000003,UV Protection,295,610.4293,91,5.010399991425936,5,Bundle,Segment3,1.72,0.13,3.15,278,17,1,2960
2012-11-01,Thursday,November,3765,Furniture,305.21205,Adjustable Shelves,178,654.3421000000001,-43,5.319271266295288,7,None,Segment3,2.21,0.67,1.61,74,-3,0,307
2012-11-02,Friday,November,3161,Electronics,399.16800000000006,Bluetooth Connectivity,405,2008.2013,-46,0.8739327558109942,1,Discount,Segment1,1.05,0.49,4.01,401,34,1,2900
2012-11-03,Saturday,November,9050,Books,40.67448,Award-Winning,175,63.7408,31,1.016715008421771,2,Bundle,Segment1,0.71,0.32,1.85,38,-7,1,83
2012-11-04,Sunday,November,5421,Furniture,330.7863,Adjustable Shelves,111,1878.7884000000001,116,6.176053495690793,7,Discount,Segment1,0.89,0.38,1.22,232,31,1,1360
2012-11-05,Monday,November,9872,Clothing,257.0876,100% Cotton,296,1131.7042,55,1.330883795543503,1,None,Segment1,0.77,0.37,2.95,464,37,0,2105
2012-11-06,Tuesday,November,8555,Electronics,635.73264,Bluetooth Connectivity,137,1585.9338,176,2.4628053980982445,3,Bundle,Segment3,1.72,0.38,1.26,413,49,1,1137
2012-11-07,Wednesday,November,1684,Electronics,137.5656,Bluetooth Connectivity,249,610.813,20,5.982801092113299,4,Discount,Segment3,1.55,0.7,2.48,47,10,1,469
2012-11-08,Thursday,November,5597,Clothing,326.1195,Slim Fit,152,2020.5503999999996,67,9.016585624968911,7,Bundle,Segment3,1.53,0.48,1.69,237,20,1,1664
2012-11-09,Friday,November,6268,Furniture,307.9596,Solid Wood,235,1005.0553,62,6.316705721662946,10,None,Segment2,0.52,0.83,2.2,522,50,0,603
2012-11-10,Saturday,November,8591,Clothing,714.837,UV Protection,102,1155.0028000000002,-13,2.1716727186875966,3,None,Segment3,1.9,0.28,1.0,456,46,0,846
2012-11-11,Sunday,November,2768,Electronics,376.00668,Bluetooth Connectivity,356,2708.0548,-12,5.184051591192029,4,Bundle,Segment3,1.31,0.58,3.42,307,23,1,2646
2012-11-12,Monday,November,1069,Books,55.40688,Bestseller,304,565.76,-15,2.274571662414351,3,Discount,Segment2,1.09,0.64,3.06,58,6,1,507
2012-11-13,Tuesday,November,8744,Books,314.97600000000006,Hardcover,235,1248.4022,35,2.1663240324316777,2,Bundle,Segment2,2.4,0.37,2.23,202,11,1,1228
2012-11-14,Wednesday,November,2030,Furniture,378.4404,Solid Wood,410,1410.5133,-16,5.0200588617884,4,None,Segment3,2.21,0.73,4.3,85,1,0,1697
2012-11-15,Thursday,November,1692,Toys,139.65798,Educational,328,310.332,120,3.3348302602873767,3,None,Segment2,1.29,0.3,3.44,80,5,0,738
2012-11-16,Friday,November,4108,Electronics,711.7291199999999,Bluetooth Connectivity,324,83.88109999999999,-8,8.699085015349903,9,Bundle,Segment2,1.72,0.61,3.37,507,49,1,92
2012-11-17,Saturday,November,6576,Books,21.739680000000003,Hardcover,439,2180.0307,42,1.0446289507971416,2,Discount,Segment3,1.86,0.51,4.58,15,-9,1,4607
2012-11-18,Sunday,November,4193,Toys,278.05844,Battery-Powered,179,2924.2837999999997,174,4.391553599329799,3,Bundle,Segment2,1.63,0.86,1.81,139,21,1,1432
2012-11-19,Monday,November,7966,Toys,117.79504,Interactive,436,492.4098000000001,126,4.674631930161276,4,Discount,Segment2,0.62,0.67,4.45,216,29,1,650
2012-11-20,Tuesday,November,6074,Toys,712.6218000000001,Interactive,306,286.3362,-63,12.19854170260997,10,None,Segment3,2.43,0.23,2.89,160,20,0,751
2012-11-21,Wednesday,November,8695,Toys,281.98016,Educational,447,414.91749999999996,6,0.5188026603325346,1,Discount,Segment3,1.28,0.59,4.38,297,38,1,494
2012-11-22,Thursday,November,8402,Furniture,65.4738,Solid Wood,237,70.3893,8,7.337885474119965,7,Discount,Segment1,1.96,0.53,2.48,27,6,1,73
2012-11-23,Friday,November,9369,Toys,347.14503999999994,Educational,350,1239.3856,-15,1.0026143863711399,2,Bundle,Segment3,2.26,0.64,3.36,178,11,1,1203
2012-11-24,Saturday,November,6782,Electronics,276.9714,Bluetooth Connectivity,349,561.7343999999999,26,0.7293099949279175,1,Discount,Segment3,1.35,0.48,3.56,233,23,1,995
2012-11-25,Sunday,November,6939,Clothing,899.19,UV Protection,138,963.872,34,0.9939527641237264,1,Bundle,Segment2,1.8,0.35,1.32,423,52,1,840
2012-11-26,Monday,November,6130,Toys,681.4524200000001,Battery-Powered,140,1306.0432,3,1.046858694498491,1,Discount,Segment2,1.58,0.44,1.27,197,29,1,791
2012-11-27,Tuesday,November,2121,Electronics,273.02076,4K Ultra HD,292,482.1648,61,4.481953520522529,6,None,Segment1,1.29,0.78,3.03,243,31,0,386
2012-11-28,Wednesday,November,7074,Electronics,578.92188,4K Ultra HD,425,3154.9608000000003,132,9.994576052405293,7,None,Segment2,1.27,0.72,4.35,291,27,0,4005
2012-11-29,Thursday,November,4816,Books,162.47680000000003,Award-Winning,200,1501.3838,83,0.9640759577972621,1,Bundle,Segment2,0.53,0.38,2.19,328,26,1,1605
2012-11-30,Friday,November,8853,Toys,481.99041,Educational,272,2657.1177,117,4.8870001012622,6,Discount,Segment1,1.91,0.57,2.55,139,9,1,2373
2012-12-01,Saturday,December,8199,Toys,504.9440000000001,Interactive,282,1171.0608,119,10.657076751109885,8,Discount,Segment1,1.52,0.56,2.64,176,14,1,1219
2012-12-02,Sunday,December,7470,Clothing,412.843,UV Protection,397,75.8387,82,1.3574767772358491,1,None,Segment1,2.15,0.17,4.0,266,23,0,427
2012-12-03,Monday,December,1865,Books,86.02816000000001,Award-Winning,387,1273.245,-58,13.694633619952379,10,Bundle,Segment3,0.68,0.29,3.87,150,13,1,3437
2012-12-04,Tuesday,December,2589,Furniture,354.62579999999997,Adjustable Shelves,264,2331.5686,-66,10.872229340397862,10,None,Segment1,1.66,0.89,2.6,90,6,0,1141
2012-12-05,Wednesday,December,8273,Clothing,767.3151999999999,Slim Fit,331,789.6147,159,11.161875359249514,10,Bundle,Segment1,2.26,0.21,3.15,450,50,1,2797
2012-12-06,Thursday,December,1257,Electronics,684.95004,Bluetooth Connectivity,319,967.1423999999998,60,4.225252833957775,5,Bundle,Segment3,1.99,0.21,3.1,220,19,1,2839
2012-12-07,Friday,December,1616,Electronics,379.60092,Wi-Fi Enabled,118,664.6976,10,4.527917849401484,7,None,Segment2,1.63,0.16,1.35,248,23,0,937
2012-12-08,Saturday,December,7961,Furniture,219.8196,Solid Wood,111,506.53540000000004,175,1.2674512295024316,1,None,Segment3,0.52,0.17,1.18,278,23,0,724
2012-12-09,Sunday,December,5214,Toys,127.60076999999998,Educational,282,736.2192,73,0.642131265056785,1,None,Segment1,0.57,0.24,2.67,120,5,0,1336
2012-12-10,Monday,December,4732,Furniture,353.00249999999994,Solid Wood,140,1266.2694,37,2.8765983456591346,2,Discount,Segment3,0.75,0.33,1.59,162,6,1,1199
2012-12-11,Tuesday,December,3068,Books,624.9100800000001,Hardcover,305,706.7291,30,8.881986527673442,7,Discount,Segment2,2.18,0.17,3.2,181,24,1,2548
2012-12-12,Wednesday,December,3787,Clothing,599.0732,Slim Fit,483,1098.8756,-13,1.436365036788436,1,Bundle,Segment3,1.87,0.62,4.73,312,39,1,1539
2012-12-13,Thursday,December,4758,Books,331.68960000000004,Bestseller,225,2575.944,44,0.6164778901799858,1,Bundle,Segment3,0.9,0.63,2.43,316,32,1,2355
2012-12-14,Friday,December,5022,Clothing,515.8624000000001,Slim Fit,485,2194.0875,51,5.7775083066453075,5,None,Segment3,1.84,0.45,4.85,331,28,0,4317
2012-12-15,Saturday,December,7380,Clothing,195.82440000000003,UV Protection,357,908.2276,75,9.010531371568131,7,None,Segment1,0.53,0.28,3.69,384,30,0,2105
